anomaly_type,risk_level,pond_id,feed_date,feed_time,plan_amount_kg,actual_amount_kg,deviation_kg,deviation_pct,water_temp,water_do,water_ph,water_salinity,is_supplement,supplement_time,supplement_after_feed,review_status,reviewer,anomaly_detail,record_id,_source_file,operator,review_time,notes,计划编号,备注,feed_type,water_ammonia_nitrogen,water_nitrite,water_records,water_date_enriched,latest_supplement_time
pH偏低,低,P009,2026-05-30,08:15:00,37.3,35.7,-1.5999999999999943,-4.29,25.9,7.7,7.4,25.6,False,,,已复核,李场长,pH 7.4 低于阈值 7.5,REC000049,feed_records_june.json,王五,2026-05-30 17:30:00,,PL000049,,配合饲料A,0.36,0.089,1,,
投喂量偏差,低,P010,2026-05-30,08:15:00,59.5,67.2,7.700000000000003,12.94,23.7,7.1,8.7,25.1,False,,,未复核,,偏差 12.9% (计划59.5kg / 实际67.2kg),REC000050,feed_records_june.json,张三,,,PL000050,,配合饲料B,0.16,0.135,1,,
pH偏高,低,P010,2026-05-30,08:15:00,59.5,67.2,7.700000000000003,12.94,23.7,7.1,8.7,25.1,False,,,未复核,,pH 8.7 高于阈值 8.5,REC000050,feed_records_june.json,张三,,,PL000050,,配合饲料B,0.16,0.135,1,,
投喂量偏差,低,P001,2026-05-31,08:15:00,30.0,33.3,3.299999999999997,11.0,27.7,7.2,7.4,28.4,True,2026-06-01 18:00:00,True,已复核,李场长,偏差 11.0% (计划30.0kg / 实际33.3kg),REC000051,feed_records_june.json,李四,2026-05-31 17:30:00,,PL000051,,配合饲料B,0.74,0.011,1,2026-05-31,2026-06-01 18:00:00
pH偏低,低,P001,2026-05-31,08:15:00,30.0,33.3,3.299999999999997,11.0,27.7,7.2,7.4,28.4,True,2026-06-01 18:00:00,True,已复核,李场长,pH 7.4 低于阈值 7.5,REC000051,feed_records_june.json,李四,2026-05-31 17:30:00,,PL000051,,配合饲料B,0.74,0.011,1,2026-05-31,2026-06-01 18:00:00
投喂量偏差,低,P002,2026-05-31,08:15:00,31.1,26.8,-4.300000000000001,-13.83,30.7,4.8,7.5,27.3,False,,,已复核,李场长,偏差 -13.8% (计划31.1kg / 实际26.8kg),REC000052,feed_records_june.json,王五,2026-05-31 17:30:00,,PL000052,,配合饲料B,0.22,0.012,1,,
pH偏高,低,P003,2026-05-31,08:15:00,58.5,61.4,2.8999999999999986,4.96,27.5,6.5,8.6,31.3,False,,,未复核,,pH 8.6 高于阈值 8.5,REC000053,feed_records_june.json,李四,,,PL000053,,配合饲料B,0.6,0.032,1,,
pH偏高,低,P006,2026-05-31,08:15:00,29.8,31.9,2.099999999999998,7.05,27.2,8.0,8.7,24.5,False,,,已复核,李场长,pH 8.7 高于阈值 8.5,REC000056,feed_records_june.json,赵六,2026-05-31 17:30:00,,PL000056,,配合饲料A,0.65,0.14,1,,
投喂量偏差,低,P007,2026-05-31,08:15:00,69.7,77.0,7.299999999999997,10.47,28.9,4.6,7.7,31.2,False,,,未复核,,偏差 10.5% (计划69.7kg / 实际77.0kg),REC000057,feed_records_june.json,张三,,,PL000057,,生鲜饵料,0.56,0.116,1,,
投喂量偏差,低,P009,2026-05-31,08:15:00,74.0,82.0,8.0,10.81,31.2,7.5,8.7,31.0,False,,,已复核,李场长,偏差 10.8% (计划74.0kg / 实际82.0kg),REC000059,feed_records_june.json,李四,2026-05-31 17:30:00,,PL000059,,配合饲料A,0.72,0.118,1,,
pH偏高,低,P009,2026-05-31,08:15:00,74.0,82.0,8.0,10.81,31.2,7.5,8.7,31.0,False,,,已复核,李场长,pH 8.7 高于阈值 8.5,REC000059,feed_records_june.json,李四,2026-05-31 17:30:00,,PL000059,,配合饲料A,0.72,0.118,1,,
投喂量偏差,低,P001,2026-06-01,08:15:00,59.1,66.1,6.999999999999993,11.84,26.8,5.1,7.9,23.5,False,,,已复核,李场长,偏差 11.8% (计划59.1kg / 实际66.1kg),REC000061,feed_records_june.json,张三,2026-06-01 17:30:00,,PL000061,,配合饲料A,0.43,0.112,1,,
投喂量偏差,低,P002,2026-06-01,08:15:00,49.5,55.2,5.700000000000003,11.52,27.7,7.7,7.8,23.5,False,,,已复核,李场长,偏差 11.5% (计划49.5kg / 实际55.2kg),REC000062,feed_records_june.json,赵六,2026-06-01 17:30:00,,PL000062,,配合饲料A,0.66,0.095,1,,
投喂量偏差,低,P008,2026-06-01,08:15:00,34.1,38.8,4.699999999999996,13.78,30.2,7.0,8.7,28.6,True,2026-06-02 18:00:00,True,已复核,李场长,偏差 13.8% (计划34.1kg / 实际38.8kg),REC000068,feed_records_june.json,赵六,2026-06-01 17:30:00,,PL000068,,配合饲料A,0.28,0.116,1,2026-06-01,2026-06-02 18:00:00
pH偏高,低,P008,2026-06-01,08:15:00,34.1,38.8,4.699999999999996,13.78,30.2,7.0,8.7,28.6,True,2026-06-02 18:00:00,True,已复核,李场长,pH 8.7 高于阈值 8.5,REC000068,feed_records_june.json,赵六,2026-06-01 17:30:00,,PL000068,,配合饲料A,0.28,0.116,1,2026-06-01,2026-06-02 18:00:00
投喂量偏差,低,P001,2026-06-02,08:15:00,40.8,44.9,4.100000000000001,10.05,23.5,7.1,7.8,22.9,False,,,已复核,李场长,偏差 10.1% (计划40.8kg / 实际44.9kg),REC000071,feed_records_june.json,王五,2026-06-02 17:30:00,,PL000071,,生鲜饵料,0.7,0.126,1,,
pH偏低,低,P003,2026-06-02,08:15:00,69.7,71.2,1.5,2.15,25.5,8.1,7.4,26.5,False,,,已复核,李场长,pH 7.4 低于阈值 7.5,REC000073,feed_records_june.json,李四,2026-06-02 17:30:00,,PL000073,,配合饲料B,0.54,0.016,1,,
投喂量偏差,低,P005,2026-06-02,08:15:00,37.6,41.6,4.0,10.64,24.5,5.8,7.7,27.0,False,,,已复核,李场长,偏差 10.6% (计划37.6kg / 实际41.6kg),REC000075,feed_records_june.json,张三,2026-06-02 17:30:00,,PL000075,,配合饲料A,0.78,0.029,1,,
pH偏低,低,P006,2026-06-02,08:15:00,54.7,49.6,-5.100000000000001,-9.32,22.1,8.0,7.2,28.9,False,,,已复核,李场长,pH 7.2 低于阈值 7.5,REC000076,feed_records_june.json,赵六,2026-06-02 17:30:00,,PL000076,,配合饲料B,0.79,0.147,1,,
投喂量偏差,低,P007,2026-06-02,08:15:00,55.3,47.7,-7.599999999999994,-13.74,24.5,7.9,8.4,30.8,False,,,已复核,李场长,偏差 -13.7% (计划55.3kg / 实际47.7kg),REC000077,feed_records_june.json,李四,2026-06-02 17:30:00,,PL000077,,配合饲料A,0.44,0.123,1,,
投喂量偏差,低,P008,2026-06-02,08:15:00,77.4,67.8,-9.600000000000009,-12.4,24.1,5.9,8.0,25.8,False,,,未复核,,偏差 -12.4% (计划77.4kg / 实际67.8kg),REC000078,feed_records_june.json,赵六,,,PL000078,,配合饲料B,0.12,0.034,1,,
投喂量偏差,低,P009,2026-06-02,08:15:00,54.1,61.4,7.299999999999997,13.49,25.6,5.4,8.1,31.0,False,,,已复核,李场长,偏差 13.5% (计划54.1kg / 实际61.4kg),REC000079,feed_records_june.json,王五,2026-06-02 17:30:00,,PL000079,,生鲜饵料,0.25,0.03,1,,
pH偏高,低,P010,2026-06-02,08:15:00,48.0,50.8,2.799999999999997,5.83,22.9,7.3,8.6,29.1,True,2026-06-03 18:00:00,True,未复核,,pH 8.6 高于阈值 8.5,REC000080,feed_records_june.json,赵六,,,PL000080,,配合饲料B,0.73,0.031,1,2026-06-02,2026-06-03 18:00:00
pH偏低,低,P002,2026-06-03,08:15:00,40.9,26.6,-14.299999999999997,-34.96,23.3,5.8,7.3,29.9,False,,,已复核,李场长,pH 7.3 低于阈值 7.5,REC000082,feed_records_june.json,张三,2026-06-03 17:30:00,,PL000082,,生鲜饵料,0.72,0.068,1,,
投喂量偏差,低,P003,2026-06-03,08:15:00,21.0,18.4,-2.6000000000000014,-12.38,22.8,6.0,8.1,27.8,False,,,已复核,李场长,偏差 -12.4% (计划21.0kg / 实际18.4kg),REC000083,feed_records_june.json,张三,2026-06-03 17:30:00,,PL000083,,生鲜饵料,0.19,0.043,1,,
pH偏高,低,P004,2026-06-03,08:15:00,68.7,65.9,-2.799999999999997,-4.08,25.8,6.3,8.6,28.8,False,,,已复核,李场长,pH 8.6 高于阈值 8.5,REC000084,feed_records_june.json,赵六,2026-06-03 17:30:00,,PL000084,,配合饲料A,0.62,0.143,1,,
投喂量偏差,低,P007,2026-06-03,08:15:00,43.1,48.0,4.899999999999999,11.37,22.3,8.4,7.9,28.8,False,,,已复核,李场长,偏差 11.4% (计划43.1kg / 实际48.0kg),REC000087,feed_records_june.json,李四,2026-06-03 17:30:00,,PL000087,,配合饲料B,0.2,0.102,1,,
pH偏低,低,P008,2026-06-03,08:15:00,54.7,52.3,-2.4000000000000057,-4.39,24.5,4.7,7.3,31.4,False,,,已复核,李场长,pH 7.3 低于阈值 7.5,REC000088,feed_records_june.json,张三,2026-06-03 17:30:00,,PL000088,,生鲜饵料,0.15,0.085,1,,
投喂量偏差,低,P009,2026-06-03,08:15:00,50.6,56.7,6.100000000000001,12.06,23.1,5.5,8.2,25.7,False,,,未复核,,偏差 12.1% (计划50.6kg / 实际56.7kg),REC000089,feed_records_june.json,赵六,,,PL000089,,生鲜饵料,0.55,0.019,1,,
pH偏高,低,P010,2026-06-03,08:15:00,20.1,21.0,0.8999999999999986,4.48,25.6,8.3,8.6,25.1,False,,,已复核,李场长,pH 8.6 高于阈值 8.5,REC000090,feed_records_june.json,张三,2026-06-03 17:30:00,,PL000090,,配合饲料B,0.33,0.034,1,,
投喂量偏差,低,P010,2026-06-04,08:15:00,40.8,46.1,5.300000000000004,12.99,22.9,8.4,8.1,26.4,False,,,已复核,李场长,偏差 13.0% (计划40.8kg / 实际46.1kg),REC000100,feed_records_june.json,赵六,2026-06-04 17:30:00,,PL000100,,配合饲料B,0.25,0.022,1,,
投喂量偏差,低,P004,2026-06-05,08:15:00,47.0,52.1,5.100000000000001,10.85,18.2,7.2,7.4,30.4,False,,,已复核,李场长,偏差 10.8% (计划47.0kg / 实际52.1kg),REC000104,feed_records_june.json,王五,2026-06-05 17:30:00,,PL000104,,生鲜饵料,0.62,0.13,1,,
pH偏低,低,P004,2026-06-05,08:15:00,47.0,52.1,5.100000000000001,10.85,18.2,7.2,7.4,30.4,False,,,已复核,李场长,pH 7.4 低于阈值 7.5,REC000104,feed_records_june.json,王五,2026-06-05 17:30:00,,PL000104,,生鲜饵料,0.62,0.13,1,,
投喂量偏差,低,P007,2026-06-05,08:15:00,46.3,40.1,-6.199999999999996,-13.39,18.6,7.0,7.7,26.2,False,,,未复核,,偏差 -13.4% (计划46.3kg / 实际40.1kg),REC000107,feed_records_june.json,赵六,,,PL000107,,配合饲料B,0.68,0.115,1,,
投喂量偏差,低,P010,2026-06-05,08:15:00,49.8,42.5,-7.299999999999997,-14.66,16.4,8.5,8.5,23.8,False,,,已复核,李场长,偏差 -14.7% (计划49.8kg / 实际42.5kg),REC000110,feed_records_june.json,王五,2026-06-05 17:30:00,,PL000110,,生鲜饵料,0.21,0.055,1,,
投喂量偏差,低,P002,2026-06-06,08:15:00,23.9,27.0,3.1000000000000014,12.97,18.4,5.1,8.0,29.6,True,2026-06-07 18:00:00,True,未复核,,偏差 13.0% (计划23.9kg / 实际27.0kg),REC000112,feed_records_june.json,王五,,,PL000112,,配合饲料A,0.35,0.142,1,2026-06-06,2026-06-07 18:00:00
投喂量偏差,低,P003,2026-06-06,08:15:00,25.4,21.8,-3.599999999999998,-14.17,17.5,7.2,8.8,31.4,False,,,已复核,李场长,偏差 -14.2% (计划25.4kg / 实际21.8kg),REC000113,feed_records_june.json,张三,2026-06-06 17:30:00,,PL000113,,配合饲料B,0.41,0.048,1,,
pH偏高,低,P003,2026-06-06,08:15:00,25.4,21.8,-3.599999999999998,-14.17,17.5,7.2,8.8,31.4,False,,,已复核,李场长,pH 8.8 高于阈值 8.5,REC000113,feed_records_june.json,张三,2026-06-06 17:30:00,,PL000113,,配合饲料B,0.41,0.048,1,,
投喂量偏差,低,P004,2026-06-06,08:15:00,22.3,25.5,3.1999999999999993,14.35,16.4,6.8,7.5,23.6,False,,,已复核,李场长,偏差 14.3% (计划22.3kg / 实际25.5kg),REC000114,feed_records_june.json,赵六,2026-06-06 17:30:00,,PL000114,,配合饲料A,0.74,0.078,1,,
投喂量偏差,低,P005,2026-06-06,08:15:00,46.9,52.2,5.300000000000004,11.3,18.7,8.1,8.3,22.8,False,,,已复核,李场长,偏差 11.3% (计划46.9kg / 实际52.2kg),REC000115,feed_records_june.json,张三,2026-06-06 17:30:00,,PL000115,,生鲜饵料,0.72,0.065,1,,
pH偏低,低,P006,2026-06-06,08:15:00,71.8,72.0,0.20000000000000284,0.28,17.5,6.3,7.2,29.9,True,2026-06-07 18:00:00,True,已复核,李场长,pH 7.2 低于阈值 7.5,REC000116,feed_records_june.json,张三,2026-06-06 17:30:00,,PL000116,,配合饲料A,0.43,0.13,1,2026-06-06,2026-06-07 18:00:00
投喂量偏差,低,P007,2026-06-06,08:15:00,59.1,52.8,-6.300000000000004,-10.66,16.4,4.6,7.8,28.9,False,,,未复核,,偏差 -10.7% (计划59.1kg / 实际52.8kg),REC000117,feed_records_june.json,张三,,,PL000117,,生鲜饵料,0.74,0.024,1,,
pH偏高,低,P009,2026-06-06,08:15:00,77.5,70.0,-7.5,-9.68,16.0,4.9,8.7,27.4,False,,,未复核,,pH 8.7 高于阈值 8.5,REC000119,feed_records_june.json,李四,,,PL000119,,生鲜饵料,0.53,0.13,1,,
pH偏高,低,P010,2026-06-06,08:15:00,71.6,75.5,3.9000000000000057,5.45,17.0,6.1,8.7,23.5,False,,,未复核,,pH 8.7 高于阈值 8.5,REC000120,feed_records_june.json,赵六,,,PL000120,,配合饲料A,0.42,0.086,1,,
pH偏高,低,P001,2026-06-07,08:15:00,39.8,42.1,2.3000000000000043,5.78,23.0,8.2,8.8,23.1,False,,,已复核,李场长,pH 8.8 高于阈值 8.5,REC000121,feed_records_june.json,王五,2026-06-07 17:30:00,,PL000121,,生鲜饵料,0.48,0.09,1,,
pH偏低,低,P002,2026-06-07,08:15:00,21.8,22.8,1.0,4.59,23.4,6.4,7.3,30.2,False,,,已复核,李场长,pH 7.3 低于阈值 7.5,REC000122,feed_records_june.json,李四,2026-06-07 17:30:00,,PL000122,,配合饲料A,0.4,0.057,1,,
pH偏低,低,P006,2026-06-07,08:15:00,29.9,29.2,-0.6999999999999993,-2.34,25.7,4.9,7.4,27.6,False,,,已复核,李场长,pH 7.4 低于阈值 7.5,REC000126,feed_records_june.json,赵六,2026-06-07 17:30:00,,PL000126,,配合饲料B,0.31,0.012,1,,
投喂量偏差,低,P008,2026-06-07,08:15:00,37.9,42.3,4.399999999999999,11.61,24.4,7.2,7.2,31.7,False,,,已复核,李场长,偏差 11.6% (计划37.9kg / 实际42.3kg),REC000128,feed_records_june.json,王五,2026-06-07 17:30:00,,PL000128,,配合饲料B,0.35,0.14,1,,
pH偏低,低,P008,2026-06-07,08:15:00,37.9,42.3,4.399999999999999,11.61,24.4,7.2,7.2,31.7,False,,,已复核,李场长,pH 7.2 低于阈值 7.5,REC000128,feed_records_june.json,王五,2026-06-07 17:30:00,,PL000128,,配合饲料B,0.35,0.14,1,,
投喂量偏差,低,P009,2026-06-07,08:15:00,66.0,58.1,-7.899999999999999,-11.97,25.6,5.1,7.5,27.6,True,2026-06-08 18:00:00,True,已复核,李场长,偏差 -12.0% (计划66.0kg / 实际58.1kg),REC000129,feed_records_june.json,张三,2026-06-07 17:30:00,,PL000129,,配合饲料B,0.6,0.027,1,2026-06-07,2026-06-08 18:00:00
投喂量偏差,低,P010,2026-06-07,08:15:00,42.7,48.1,5.399999999999999,12.65,23.6,4.7,8.7,26.4,False,,,未复核,,偏差 12.7% (计划42.7kg / 实际48.1kg),REC000130,feed_records_june.json,李四,,,PL000130,,配合饲料B,0.71,0.13,1,,
pH偏高,低,P010,2026-06-07,08:15:00,42.7,48.1,5.399999999999999,12.65,23.6,4.7,8.7,26.4,False,,,未复核,,pH 8.7 高于阈值 8.5,REC000130,feed_records_june.json,李四,,,PL000130,,配合饲料B,0.71,0.13,1,,
pH偏高,低,P004,2026-06-08,08:15:00,64.1,60.5,-3.5999999999999943,-5.62,24.5,7.9,8.7,26.7,False,,,未复核,,pH 8.7 高于阈值 8.5,REC000134,feed_records_june.json,张三,,,PL000134,,配合饲料B,0.79,0.131,1,,
投喂量偏差,低,P005,2026-06-08,08:15:00,79.5,71.3,-8.200000000000003,-10.31,24.9,6.2,8.0,25.2,False,,,已复核,李场长,偏差 -10.3% (计划79.5kg / 实际71.3kg),REC000135,feed_records_june.json,赵六,2026-06-08 17:30:00,,PL000135,,配合饲料A,0.25,0.032,1,,
投喂量偏差,低,P006,2026-06-08,08:15:00,78.1,67.3,-10.799999999999997,-13.83,24.2,8.4,8.0,28.9,False,,,已复核,李场长,偏差 -13.8% (计划78.1kg / 实际67.3kg),REC000136,feed_records_june.json,王五,2026-06-08 17:30:00,,PL000136,,配合饲料B,0.54,0.055,1,,
投喂量偏差,低,P010,2026-06-08,08:15:00,53.9,47.1,-6.799999999999997,-12.62,23.3,5.4,7.6,29.7,False,,,已复核,李场长,偏差 -12.6% (计划53.9kg / 实际47.1kg),REC000140,feed_records_june.json,李四,2026-06-08 17:30:00,,PL000140,,配合饲料B,0.21,0.094,1,,
